;Created At;Text;Geo Coordinates.latitude;Geo Coordinates.longitude;User Location;Username;User Screen Name;Retweet Count;Classificacao;Observação;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24
5271;Mon Jan 02 14:21:13 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/sTGgGpCi1X https://t.co/EN73D81P9d;;;Minas Gerais, Brasil;Matheus Pedrosa;PedrosaMatheus;0;Positivo;;;;;;;;;;;;;;;;
5272;Mon Jan 02 14:21:17 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/YPBUiZqrsO #TimBeta;;;;Iuri Pohl #TimBeta;iuripohl;1;Positivo;;;;;;;;;;;;;;;;
5273;Mon Jan 02 14:21:22 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/hFUQcVW8bO https://t.co/8nhFYfTuD9;;;Belo Horizonte, Brasil;Turismo em Vans MG;TurismoVansMG;0;Positivo;;;;;;;;;;;;;;;;
5274;Mon Jan 02 14:21:27 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/GeDyLUaKwQ https://t.co/OzfAyXvt8J;;;Belo Horizonte - Minas Gerais;Wellington Rocha;Televan;0;Positivo;;;;;;;;;;;;;;;;
5275;Mon Jan 02 14:21:29 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vqtHdZ5ugt https://t.co/2CYAw0tBrJ;;;Belo Horizonte - Minas Gerais;Marcelo Rezende;Televans;0;Positivo;;;;;;;;;;;;;;;;
5276;Mon Jan 02 14:21:41 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/JUwXlfmkZo https://t.co/QiVOiO3EqR;;;Belo Horizonte - Minas Gerais;Vans BH - Shows BH;3213_4360;0;Positivo;;;;;;;;;;;;;;;;
5277;Mon Jan 02 14:23:03 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora  https://t.co/oXmBqxirdb;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5278;Mon Jan 02 14:25:13 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/tRVq59uCrm https://t.co/lVaIOMUF3P;;;;RADIO PONTO NET;radiopontonet;0;Positivo;;;;;;;;;;;;;;;;
5279;Mon Jan 02 14:26:31 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/WCVUN3iXhn https://t.co/tcGdzKOSsK;;;Belo Horizonte, Brasil;Nivaldo Silva;tvonlinenopc;0;Positivo;;;;;;;;;;;;;;;;
5280;Mon Jan 02 14:26:37 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora  https://t.co/iiGpEXy4ni;;;;Michele #beta #sdv;michelexmbeta;0;Positivo;;;;;;;;;;;;;;;;
5281;Mon Jan 02 14:27:14 +0000 2017;Chamada inicial para designação da SEE-MG terá início no dia 18 de janeiro de 2017 - https://t.co/IZoLGCusnc;;;Minas Gerais, Brasil;Aconteceu no Vale;noticiadosvales;0;Positivo;;;;;;;;;;;;;;;;
5282;Mon Jan 02 14:28:38 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora  https://t.co/oXmBqxirdb;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5283;Mon Jan 02 14:31:53 +0000 2017;Chamada inicial para designação da SEE-MG terá início no dia 18 de janeiro de 2017 -... https://t.co/sjpmY5pUPU;;;Montes Claros;Norte de Minas;nortedeminas1;0;Positivo;;;;;;;;;;;;;;;;
5284;Mon Jan 02 14:48:08 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/B8Z8MoRFCx;;;Guarulhos - SP;Leonardo Nascimento;leonardogru;0;Positivo;;;;;;;;;;;;;;;;
5285;Mon Jan 02 14:48:10 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/L2L96wECDB;;;;Jefferson;jeffersonns3;0;Positivo;;;;;;;;;;;;;;;;
5286;Mon Jan 02 14:48:11 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/kLjCJ357gS https://t.co/J0QSGZEjkG;;;Brasília, Brasil;Luiza Cruz;donpiccone;0;Positivo;;;;;;;;;;;;;;;;
5287;Mon Jan 02 14:48:13 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/FYn8kBvefK;;;Babilonia;Werner;rocha_werner;0;Positivo;;;;;;;;;;;;;;;;
5288;Mon Jan 02 14:48:15 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/LoHjRpi0o2 #OperaçãoBetaLab https://t.co/RMweRtf2q0;;;;Kelly;KellyKaroll;0;Positivo;;;;;;;;;;;;;;;;
5289;Mon Jan 02 14:48:19 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora: Na primeira chamada, serão convocados…… https://t.co/OeWUYnaj8Z;;;Brasil Natal/RN;Lucas Medeiros �©™;parabolicalucas;0;Positivo;;;;;;;;;;;;;;;;
5290;Mon Jan 02 16:32:30 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/mSwfabGkwW https://t.co/iKYKdcgL7w;;;MG;Sete Lagoas .com.br;SeteLagoas;0;Positivo;;;;;;;;;;;;;;;;
5291;Mon Jan 02 16:45:58 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/fEs5iQNH3E;;;;breno xismenes;BXismenes;0;Positivo;;;;;;;;;;;;;;;;
5292;Mon Jan 02 17:01:59 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/j4jeQ4HC3k;;;Caratinga – MG;Nayara Assis;nayctga14;0;Positivo;;;;;;;;;;;;;;;;
5293;Mon Jan 02 17:25:24 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vPvK6gnQlV;;;;Elson Rego;ElsonRego1;1;Positivo;;;;;;;;;;;;;;;;
5294;Mon Jan 02 17:42:32 +0000 2017;RT @ElsonRego1: Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vPvK6gnQlV;;;;Elson Rego;ElsonRego1;1;Positivo;;;;;;;;;;;;;;;;
5295;Mon Jan 02 18:06:03 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/71acl8cSXc;;;;Maria das Graças;magramatos;0;Positivo;;;;;;;;;;;;;;;;
5296;Mon Jan 02 18:30:04 +0000 2017;Aprender uma nova língua é uma das metas para 2017? Não perca tempo, escolha uma escola de idiomas e matricule-se! https://t.co/z483yA6M2k;;;Belo Horizonte, Brazil;Listas Guiatel;guiatel_mg;0;Positivo;;;;;;;;;;;;;;;;
5297;Mon Jan 02 19:29:06 +0000 2017;O uso do rádio como ferramenta pedagógica.Confira. https://t.co/7HQnASyJsF;;;Belo Horizonte-MG - Brasil;Sandra Marques;SandraMarques31;0;Positivo;;;;;;;;;;;;;;;;
5298;Mon Jan 02 19:44:49 +0000 2017;Amanhã, dia 03/01, às 14h00, no Auditório da Escola Municipal Dr. Lund, a Secretaria Municipal de Saúde de Lagoa... https://t.co/3oYDsHjVaP;;;Brasil,Minas Gerais;Lagoa Santa,MG;Lagoa_Santa_MG;0;Positivo;;;;;;;;;;;;;;;;
5299;Mon Jan 02 19:52:00 +0000 2017;Contratação de professores começa nesta terça-feira em Juiz de Fora #G1 https://t.co/eETPtAgXCW;;;;DEFRAYMENT;DEFRAYMENT8;0;Positivo;;;;;;;;;;;;;;;;
5300;Mon Jan 02 20:00:02 +0000 2017;#EducaçãoMG Horta escolar incentiva educação ambiental e alimentação saudável na rede pública estadual.… https://t.co/ZFOFxxiXTu;;;Belo Horizonte - Minas Gerais;EducaçãoMG;EducacaoMinas;0;Positivo;;;;;;;;;;;;;;;;
5301;Mon Jan 02 20:15:02 +0000 2017;Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas.… https://t.co/2KTmmC7nRG;;;Belo Horizonte/Minas Gerais;Governo Minas Gerais;governomg;7;Positivo;;;;;;;;;;;;;;;;
5302;Mon Jan 02 20:56:58 +0000 2017;RT @governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://…;;;;jose roberto mota;beto96323815;7;Positivo;;;;;;;;;;;;;;;;
5303;Mon Jan 02 21:09:23 +0000 2017;RT @governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://…;;;Belo Horizonte/MG-Brasil;DepCelinhoSinttrocel;DepCelinho;7;Positivo;;;;;;;;;;;;;;;;
5304;Mon Jan 02 21:11:35 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/T7LQdpjlrV;;;;Portal Virou Noticia;VirouNoticiaMG;0;Positivo;;;;;;;;;;;;;;;;
5305;Mon Jan 02 22:00:02 +0000 2017;Exposições, caminhadas e oficinas animam férias no Museu de História Natural. Acesse e saiba como participar: https://t.co/uJch2kMQ6p;;;Belo Horizonte - Minas Gerais;EducaçãoMG;EducacaoMinas;2;Positivo;;;;;;;;;;;;;;;;
5306;Mon Jan 02 23:24:44 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Z7xuL3a5CY;;;Santos Dumont - MG -Brasil;POSSANTE ON LINE;possanteonline;0;Positivo;;;;;;;;;;;;;;;;
5307;Mon Jan 02 23:26:14 +0000 2017;Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Sf1AiqmgJ7;;;Santos Dumont - MG -Brasil;POSSANTE ON LINE;possanteonline;0;Positivo;;;;;;;;;;;;;;;;
5308;Mon Jan 09 00:31:20 +0000 2017;RT @bibliotecafoa: Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca. #saúdebuxal #câncerbucal... https:/…;;;Porto Velho, Brasil;Flaviane Gregolin;eujales;1;Positivo;;;;;;;;;;;;;;;;
5309;Mon Jan 09 01:52:08 +0000 2017;Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca https://t.co/3A40AGGIKg;;;BRAZIL;Petronio Nascimento;pety_sk8;0;Positivo;;;;;;;;;;;;;;;;
5310;Mon Jan 09 10:50:42 +0000 2017;@PMMG190 - Processo Seletivo para designação - CTPM/2017 https://t.co/LGeSSioLxA;;;Minas Gerais;POLÍCIA MILITAR MG;pmmg190;0;Positivo;;;;;;;;;;;;;;;;
5311;Mon Jan 09 11:01:31 +0000 2017;"O jornal ""Estado de Minas"" fez uma matéria sobre aplicativos e sites para estudar para o ENEM. O #EstudaVest... https://t.co/h8BIOzhsUn";;;;EstudaVest;estudavest;0;Positivo;;;;;;;;;;;;;;;;
5312;Mon Jan 09 12:05:21 +0000 2017;Processo Seletivo Simplificado da Secretaria Municipal de Educação e Cultura de Alfenas (Ensino Médio Completo) https://t.co/msBxVKBzlC;;;Brazil;Josimar de Souza;eusouojosimar;0;Positivo;;;;;;;;;;;;;;;;
5313;Mon Jan 09 14:25:08 +0000 2017;"Curso Introdutório de Educação em Valores Humanos, em Brumadinho, MG, 2017
https://t.co/hBhVsHRXBQ";;;Rio de Janeiro, Brasil;Carlos A Soares;Carlos_A_Soares;0;Positivo;;;;;;;;;;;;;;;;
5314;Mon Jan 09 14:45:24 +0000 2017;IF Sudeste de Minas Gerais abre seleções para Professores https://t.co/pb25mjle41 https://t.co/tS4SYrMbMr;;;https://goo.gl/g8V92v;Elton TIM BETA LAB;comerciofast;0;Positivo;;;;;;;;;;;;;;;;
5315;Mon Jan 09 14:52:12 +0000 2017;"""Representando mais uma ferramenta de monitoramento da educação da rede estadual em Minas, a Secretaria de Estado... https://t.co/brsfBqHXlQ";;;;Andréa Brandão;andreabmappa;0;Positivo;;;;;;;;;;;;;;;;
5316;Mon Jan 09 14:52:58 +0000 2017;FINALMENTE! Educação implantará diário eletrônico em 2017 >> https://t.co/OHbfDO7UtV;;;;Andréa Brandão;andreabmappa;0;Positivo;;;;;;;;;;;;;;;;
5317;Mon Jan 09 15:00:34 +0000 2017;Secretaria de Educação de MG abre processo para contratar designados - Politica - Estado de Minas https://t.co/z09KztNIPS;;;Belo Horizonte MG Brasil;Ricardo Carlini;carlinibh;0;Positivo;;;;;;;;;;;;;;;;
5318;Mon Jan 09 15:10:27 +0000 2017;RT @odelmoleao: Reunião c/ vários secretários p/ discutirmos as ações q serão tomadas no volta às aulas da rede municipal: https://t.co/eMv…;;;Uberlândia - MG;Jovens Progressistas;PP_Udia_MG;2;Positivo;;;;;;;;;;;;;;;;
5319;Mon Jan 09 16:43:15 +0000 2017;Alckmin e Doria anunciam integração das redes de Educação de São Paulo - Nacional - Estado de Minas https://t.co/SzFjdabEHj;;;Brasil;marli silvera dziadz;marlidzdz59;0;Positivo;;;;;;;;;;;;;;;;
5320;Mon Jan 09 18:30:03 +0000 2017;Remuneração pode chegar a R$ 4.218,33 para funções que exigem ensino fundamental incompleto na Prefeitura de Luz,... https://t.co/ZNV5NTRNo1;;;Goiânia - GO;Edital Concursos;BrasilEdital;0;Positivo;;;;;;;;;;;;;;;;
5321;Mon Jan 09 18:35:50 +0000 2017;"Minas Gerais - Curso de Educação em Valores Humanos 2017
https://t.co/smwyjKqh21 Compartilhe!!!
#sathyasai… https://t.co/JSev2T1sQu";;;Brasil;Saibhakta Brasil;Saibhakta;0;Positivo;;;;;;;;;;;;;;;;
5322;Mon Jan 09 18:45:02 +0000 2017;Secretaria de #Educação de MG abre processo para #contratar designados https://t.co/YJTOk6YVXn;;;Belo Horizonte;Portal UAI;portaluai;1;Positivo;;;;;;;;;;;;;;;;
5323;Mon Jan 09 19:00:02 +0000 2017;Secretaria de #Educação de MG abre processo para #contratar designados https://t.co/cQcq3J7FaM;;;Belo Horizonte;Estado de Minas;em_com;0;Positivo;;;;;;;;;;;;;;;;
5324;Mon Jan 09 19:03:32 +0000 2017;em_com: Secretaria de #Educação de MG abre processo para #contratar designados https://t.co/XiKlQqb6O4 #timbeta #sdv;;;;Patrick;DarthVaderTB;0;Positivo;;;;;;;;;;;;;;;;
5325;Mon Jan 09 19:16:39 +0000 2017;Saúde Bucal orienta alunos da Escola Dona Duca: https://t.co/KtAluNRI5Q https://t.co/V4HWHS6RMf;;;;Prefeitura Municipal;pmbdmg;0;Positivo;;;;;;;;;;;;;;;;
5326;Mon Jan 09 19:41:34 +0000 2017;#brasilmetropole Escola do Legislativo é tema de mestrado na Universidade de Portugal https://t.co/ywTh1admJj;;;Minas Gerais;Brasil Metrópole;brasilmetropole;0;Positivo;;;;;;;;;;;;;;;;
5327;Mon Jan 09 19:43:45 +0000 2017;Escola do Legislativo é tema de mestrado na Universidade de Portugal https://t.co/owaT3FHztK #SuldeMinas https://t.co/kTaVxgT9Zs;;;Minas Gerais;Brasil Metrópole;brasilmetropole;0;Positivo;;;;;;;;;;;;;;;;
5328;Mon Jan 09 19:43:57 +0000 2017;Escola do Legislativo é tema de mestrado na Universidade de Portugal https://t.co/gAO3jRnGrE https://t.co/N7UtRudlE7;;;Minas Gerais;Brasil Metrópole;brasilmetropole;0;Positivo;;;;;;;;;;;;;;;;
5329;Mon Jan 09 19:45:01 +0000 2017;Resgate de memória ferroviária em Minas Gerais é o objetivo do projeto de alunos que já rendeu até documentário https://t.co/3wdiW6qhxY;;;Juiz de Fora;UFJF;UFJF_;0;Positivo;;;;;;;;;;;;;;;;
5330;Mon Jan 09 20:38:32 +0000 2017;O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba… https://t.co/rpDkVCLPAJ;;;Belo Horizonte, Brasil;Reginaldo Lopes;ReginaldoLopes;4;Positivo;;;;;;;;;;;;;;;;
5331;Mon Jan 09 20:40:12 +0000 2017;"RT @ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht…";;;;SERGIO  GOVEA;_Sergio_Govea_;4;Positivo;;;;;;;;;;;;;;;;
5332;Mon Jan 09 20:41:40 +0000 2017;"RT @ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht…";;;Brasil;Hoje na Escola�;HojeNaEscoIa;4;Positivo;;;;;;;;;;;;;;;;
5333;Mon Jan 09 20:42:10 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/6aNTYXXq9X;;;;G1 MG;g1mg;0;Positivo;;;;;;;;;;;;;;;;
5334;Mon Jan 09 20:45:49 +0000 2017;"New post: ""Processo de designação de professores estaduais em Minas será feito pela internet"" https://t.co/DihO7ckmeO";;;;Camila Maciel Serrão;CamilaMacielSer;0;Positivo;;;;;;;;;;;;;;;;
5335;Mon Jan 09 20:46:30 +0000 2017;#timbeta #globo Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/2NXGZ5U9br #OperacaoBetaLab…;;;;Hugo TIMBETA;Hugotim1;0;Positivo;;;;;;;;;;;;;;;;
5336;Mon Jan 09 20:48:47 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/dSjtXrCnG4 #SomosTodosDilma #Raynniere #Buy…;;;;Raynniere Makepeace;itsRaynniere;0;Positivo;;;;;;;;;;;;;;;;
5337;Mon Jan 09 20:50:19 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/dsQxRAGHuJ https://t.co/MFue5hpChc;;;Belo Horizonte - Minas Gerais;Vans BH - Shows BH;3213_4360;0;Positivo;;;;;;;;;;;;;;;;
5338;Mon Jan 09 20:50:20 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/3cVCxoBh1q https://t.co/MXyQFhvQdW;;;Belo Horizonte - Minas Gerais;Marcelo Rezende;Televans;0;Positivo;;;;;;;;;;;;;;;;
5339;Mon Jan 09 20:50:23 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/8WSRSVR9Jz https://t.co/AQzxbhkBq4;;;Belo Horizonte, Brasil;Turismo em Vans MG;TurismoVansMG;0;Positivo;;;;;;;;;;;;;;;;
5340;Mon Jan 09 20:55:34 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet  https://t.co/HMjxuMpNHq;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5341;Mon Jan 09 20:59:53 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet  https://t.co/gFOARxFrPO;;;;Michele #beta #sdv;michelexmbeta;0;Positivo;;;;;;;;;;;;;;;;
5342;Mon Jan 09 21:00:03 +0000 2017;"""Expectativa muito boa. É um professor novo, que tem muito a acrescentar. Espero que 2017 possa ser um ano... https://t.co/r6QJOyNH9h";;;;Voz do Galo;Voz_doGalo;1;Positivo;;;;;;;;;;;;;;;;
5343;Mon Jan 09 21:01:06 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/bA9isNpqLK https://t.co/oHbUMzXUFw;;;Belo Horizonte - Minas Gerais;Carlos Alberto;DISKVANS;0;Positivo;;;;;;;;;;;;;;;;
5344;Mon Jan 09 21:01:08 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/5agETRLxoC https://t.co/v988WKiIDL;;;Belo Horizonte - Minas Gerais;UAI Seguros BH ®;UAI_SEGUROS_BH;0;Positivo;;;;;;;;;;;;;;;;
5345;Mon Jan 09 21:01:52 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/Qo5MTch039 https://t.co/QOdDicM8un;;;Belo Horizonte - Minas Gerais;Cleber Junqueira;MinasVans;0;Positivo;;;;;;;;;;;;;;;;
5346;Mon Jan 09 21:01:55 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/3tNzy89VP5 https://t.co/tSEjAIuCMr;;;Belo Horizonte - Minas Gerais;Aline Morais;MinasVan;0;Positivo;;;;;;;;;;;;;;;;
5347;Mon Jan 09 21:02:03 +0000 2017;"RT @Voz_doGalo: ""Expectativa muito boa. É um professor novo, que tem muito a acrescentar. Espero que 2017 possa ser um ano... https://t.co/…";;;;welder;welderhenrique9;1;Positivo;;;;;;;;;;;;;;;;
5348;Mon Jan 09 21:04:31 +0000 2017;Processo de designação de professores estaduais em Minas será feito pela internet  https://t.co/HMjxuMpNHq;;;;Daniel Araujo #beta;danaraujjobeta;0;Positivo;;;;;;;;;;;;;;;;
5349;Mon Jan 09 21:48:37 +0000 2017;"RT @ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht…";;;SÃO PAULO-BR;#LulaPresidente2018;mariahquevedo;4;Positivo;;;;;;;;;;;;;;;;
5350;Mon Jan 09 22:15:01 +0000 2017;Secretaria de #Educação de MG abre processo para contratar designados https://t.co/ql0GniRPjw;;;Belo Horizonte;Portal UAI;portaluai;1;Positivo;;;;;;;;;;;;;;;;
5351;Mon Jan 09 22:30:00 +0000 2017;Secretaria de #Educação de MG abre processo para contratar designados https://t.co/RpMP7oLCKm;;;Belo Horizonte;Estado de Minas;em_com;0;Positivo;;;;;;;;;;;;;;;;
5352;Mon Jan 09 22:33:28 +0000 2017;em_com: Secretaria de #Educação de MG abre processo para contratar designados https://t.co/5J1OiLySvG #timbeta #sdv;;;;Patrick;DarthVaderTB;0;Positivo;;;;;;;;;;;;;;;;
5353;Mon Jan 09 23:24:33 +0000 2017;"RT @ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba +
ht…";;;Boa Vista, Brasil;Ramom Costa Filho;RamomFil;4;Positivo;;;;;;;;;;;;;;;;
5354;Sat Jan 07 02:23:14 +0000 2017;Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca. #saúdebuxal #câncerbucal... https://t.co/RmmVbf5Z64;;;Araçatuba-SP-Brasil;Biblioteca Foa Unesp;bibliotecafoa;1;Positivo;;;;;;;;;;;;;;;;
5355;Sat Jan 07 08:30:20 +0000 2017;#beta #betalab #mg Sem educação, saúde, cidadania: Índios não existem para a sociedade, diz…… https://t.co/uGhNQyRfNZ;;;;Guilherme # Beta;guilhermecorde;0;Positivo;;;;;;;;;;;;;;;;
5356;Sat Jan 07 10:56:21 +0000 2017;RT @junior_code: Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca https://t.co/fDThlDkjhV https://t.co/F…;;;são Caetano do Sul;#Márcio#scs;oicram100;1;Positivo;;;;;;;;;;;;;;;;
5357;Sat Jan 07 11:18:29 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/osEVHhvNkp #TimBeta;;;;Iuri Pohl #TimBeta;iuripohl;1;Positivo;;;;;;;;;;;;;;;;
5358;Sat Jan 07 11:19:07 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/EZd3GCt7zA #noticias;;;Brazil;Ricardo Tosto;ricardotosto01;0;Positivo;;;;;;;;;;;;;;;;
5359;Sat Jan 07 11:22:45 +0000 2017;"New post: ""Prefeitura de Juiz de Fora divulga convocação para educação infantil"" https://t.co/JGd7YMbLWN";;;;Camila Maciel Serrão;CamilaMacielSer;0;Positivo;;;;;;;;;;;;;;;;
5360;Sat Jan 07 11:22:51 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/HLnuYBUVbM https://t.co/4u71GgqBIn;;;Minas Gerais, Brasil;Matheus Pedrosa;PedrosaMatheus;0;Positivo;;;;;;;;;;;;;;;;
5361;Sat Jan 07 11:23:02 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/AhT2LSBGPP;;;Manaus-Amazonas;fabricio moraes;fabriciomoraes9;0;Positivo;;;;;;;;;;;;;;;;
5362;Sat Jan 07 11:23:06 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/4l5WR0j6zR;;;Babilonia;Werner;rocha_werner;0;Positivo;;;;;;;;;;;;;;;;
5363;Sat Jan 07 11:23:07 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/ZDjIVG29pl;;;;Jefferson;jeffersonns3;0;Positivo;;;;;;;;;;;;;;;;
5364;Sat Jan 07 11:23:08 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/C7tm8sEJYL;;;Guarulhos - SP;Leonardo Nascimento;leonardogru;0;Positivo;;;;;;;;;;;;;;;;
5365;Sat Jan 07 11:23:08 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/LHrZbiT7Hi https://t.co/peJBKpdV0E;;;;Priscila #timbeta;prisca_neves;0;Positivo;;;;;;;;;;;;;;;;
5366;Sat Jan 07 11:23:08 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/Y9c6iz64zV;;;Fortaleza - Ceará - Brazil;Sobral Host;sobralhost;0;Positivo;;;;;;;;;;;;;;;;
5367;Sat Jan 07 11:23:09 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/HtYMTJZFts https://t.co/bW7Nn71BPx;;;;jose ricardo fuzisaw;jorifu;0;Positivo;;;;;;;;;;;;;;;;
5368;Sat Jan 07 11:23:10 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/dJkC9afUWl https://t.co/jU6XoCPvcS;;;-16.683649,-49.268102;vonivar;vonivar;0;Positivo;;;;;;;;;;;;;;;;
5369;Sat Jan 07 11:23:12 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/YEzosG8920 https://t.co/uVadl4WYM8;;;Brasília, Brasil;Luiza Cruz;donpiccone;0;Positivo;;;;;;;;;;;;;;;;
5370;Sat Jan 07 11:23:13 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/wT9XRJdJum #OperaçãoBetaLab https://t.co/ZLl00aR2b4;;;;Kelly;KellyKaroll;0;Positivo;;;;;;;;;;;;;;;;
5371;Sat Jan 07 11:23:13 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil: Primeira lista é de candidatos que optaram…… https://t.co/ifGpdv6LQU;;;Brasil Natal/RN;Lucas Medeiros �©™;parabolicalucas;0;Positivo;;;;;;;;;;;;;;;;
5372;Sat Jan 07 11:25:15 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/ITcQ0zwe6K https://t.co/Xv5JuiyDgM;;;;RADIO PONTO NET;radiopontonet;0;Positivo;;;;;;;;;;;;;;;;
5373;Sat Jan 07 11:25:23 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/U3wA0EgA7v #SomosTodosDilma #Raynniere #BuyRaynniereOnIt…;;;;Raynniere Makepeace;itsRaynniere;0;Positivo;;;;;;;;;;;;;;;;
5374;Sat Jan 07 11:26:04 +0000 2017;#timbeta #globo Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/Aa3lDZkjrn #OperacaoBetaLab #Sigodevolta;;;;Hugo TIMBETA;Hugotim1;0;Positivo;;;;;;;;;;;;;;;;
5375;Sat Jan 07 11:27:09 +0000 2017;Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/F0hdK6vYg5 https://t.co/taBKBpsxsP;;;;Rodrigo Pilatti;pilatti;0;Positivo;;;;;;;;;;;;;;;;
